grp_id,name,price
2994,Glade Candle 2 In 1 Fresh Berries/wild Raspberry,8.99
2995,Reese Cooking Wine Vintage Burgundy,12.99
2996,Dole 100% Natural Dates California Chopped,13.01
2997,Nature's Promise Organics Eggs Brown Large Fresh - 12 Ct,15.66
2998,Ahold Soup Kale With Chourico Sausage,25
2999,Colavita Balsamic Glace White Truffle,34.54
3000,Mi Canton Frijoles Rojos,37
3001,Weight Watchers Smart Ones Bistro Selections Home Style Beef Pot Roast,1.99
3002,Oral-b Pro-health Toothbrush Large Soft,2.75
3003,Paesana Tuscany Style Baby Pepperoncini,3.99
3004,Osem Bissli Pizza Wheat Snacks,4.99
3005,Cosmic Catnip Tuna Flakes,5.99
3006,Smart Living Timer,6.99
3007,7-up Caffeine Free Naturally Flavored Soda,7.99
3008,Arm & Hammer Sensitive Whitening Fresh Mint Fluoride Toothpaste,9.99
3009,Charmin Bathroom Tissue Ultra Strong Mega Roll - 6 Ct,8.99
3010,Snyder's Of Hanover Dips Pretzel White Creme,12.99
3011,Annie Chun's Soup Bowl Udon,13.01
3012,Schweppes Diet Caffeine Free Ginger Ale - 8 Pk,15.66
3013,Ronzoni Quick Cook Enriched Macaroni Product Elbow,25
3014,Peet's Coffee Colombia Deep Roast Ground Coffee,34.54
3015,Back To Nature Organic Shells & White Cheddar Dinner,37
3016,Cinnamon Toast Crunch Cereal,1.99
3017,Butternut Brat & Sausage Rolls - 6 Ct,2.75
3018,Fantastic World Foods Tabouli Salad Mix With Organic Bulgur Wheat,3.99
3019,Betty Crocker Chicken Helper Sweet & Sour Chicken,4.99
3020,Hatfield Hardwood Smoked Bacon Reduced Sodium,5.99
3021,Nature's Promise Organics Organic No-stick Cooking Spray Olive Oil,6.99
3022,Green Mountain Coffee Signature Vermont Country Blend Ground Coffee,7.99
3023,Macy's $25 Gift Card,9.99
3024,Sylvania Standard Base Indoor 40 Watts Light Bulbs,8.99
3025,Francesca's Amatriciana Sauce,12.99
3026,Enfamil Gentlease Ready To Use Infant Formula - 6 Ct,13.01
3027,Ahold Creamy Dutch Potato Salad,15.66
3028,Kiss Gradation Polishes,25
3029,Tums Ultra Strength 1000 Antacid Tablets Peppermint - 12 Ct,34.54
3030,Advil Ibuprofen 200mg Coated Caplets - 50 Ct,37
3031,Nabisco Chips Ahoy! Reduced Fat Chocolate Chip Cookies,1.99
3032,Companion Cat Litter Scoopable Scented,2.75
3033,Nature's Promise Organic Chicken Breasts Organic Boneless,3.99
3034,Ribeye Steak,4.99
3035,Ribeye Steak,5.99
3036,Simply Asia Sweet & Spicy Saigon Seasoning,6.99
3037,Pompeian Balsamic Vinegar,7.99
3038,Suave Aloe With Cucumber Body Lotion,9.99
3039,Kraft Anything Dressing Tangy Bacon Catalina,8.99
3040,Nature's Promise Naturals Beef Flavored Broth Reduced Sodium,12.99
3041,Scrubbing Bubbles One Step Fresh Mountain Morning Refill Toilet Bowl Cleaner,13.01
3042,Axe Clean Cut Pomade,15.66
3043,Utz Ripples Reduced Fat Ripple Cut Potato Chips Family Size,25
3044,Del Monte Sunfresh Premium Hand-sorted Red Grapefruit Slices,34.54
3045,Australian Gold Continuous Spray Sunscreen With Instant Bronzer Spf 15,37
3046,Air Wick Freshmatic Hawai'i Tropical Sunset Fragrance Automatic Spray Refill,1.99
3047,Bausch + Lomb Preservision Eye Vitamin & Mineral Supplement Soft Gels - 90 Ct,2.75
3048,Delallo Crushed Tomatoes,3.99
3049,Kid's Vitamin Chews Angry Birds - 90 Ct,4.99
3050,New England Coffee Blueberry Cobbler Medium Roasted Freshly Ground,5.99
3051,Ruffles Potato Chips Sour Cream & Onion,6.99
3052,Ahold Quesadilla Chicken & Cheese,7.99
3053,Kleenex Viva On-the-go Pop-up! Napkins - 65 Ct,9.99
3054,Papa Nicholas Premium Coffee Whole Bean Hawaiian Islands Blend,8.99
3055,Smarties Candy Rolls Assorted Flavors,12.99
3056,Dream Whip Whipped Topping Mix - 2 Ct,13.01
3057,Cottontails Baby Care Detangling Spray Scented,15.66
3058,Nabisco Triscuit Crackers Hint Of Salt,25
3059,Bigfat's 708 Hot Sauce 7 Pot Citrus,34.54
3060,New-skin Scar Fade Topical Gel,37
3061,Suave Men Body Wash Clean & Fresh,1.99
3062,Cooljuice All Natural Fruit Punch 100% Real Juice,2.75
3063,Del Monte Fresh Cut Specialties Extra Long Asparagus Spears,3.99
3064,Careone Twin Blade Plus Twin Blade Cartridges - 10 Ct,4.99
3065,Nature's Bounty Cold Water Salmon Oil Dietary Softgels - 120 Ct,5.99
3066,Tuscan Dairy Farms Ultra-pasteurized Light Cream,6.99
3067,Sulfur8 Medicated Original Formula Anti-dandruff Hair & Scalp Conditioner,7.99
3068,Little Debbie Banana Nut Muffins - 6 Ct,9.99
3069,Nestle Carnation Sweetened Condensed Milk,8.99
3070,Rubbermaid Sink Mat S Bisque,12.99
3071,Paas Sports Fanatic Easter Egg Decorating Kit,13.01
3072,Premio Italian Sausage Hot,15.66
3073,Country Crock Shedd's Spread Original Vegetable Oil Spread - 2 Ct,25
3074,Cento Cherry Peppers Whole Hot,34.54
3075,Stonyfield Organic Oikos Honey Organic Greek Nonfat Yogurt - 4 Pk,37
3076,Sylvania Double Life Clear Indoor 40 Watt Light Bulb,1.99
3077,Keebler Town House Original Light Buttery Crackers,2.75
3078,La Choy All Purpose Soy Sauce,3.99
3079,Kraft Velveeta Cheesy Skillets Dinner Kit Ultimate Cheeseburger Mac,4.99
3080,Suave Body Wash Ocean Breeze,5.99
3081,Smart Living Halloween Small Light Up Pumpkin,6.99
3082,"Nutrismile All Natural Enamel Defense Toothpaste Orange, Cinnamon & Mint",7.99
3083,Kelchner's Cocktail Sauce Cup,9.99
3084,House-autry Southern Baked Pork Bake,8.99
3085,L'oreal Paris 828 Infinite Spice Lipstick,12.99
3086,La Boulangerie Bakery & Cafe Italian Loaf,13.01
3087,Elmer's Slide-all Dry Spray Lubricant,15.66
3088,Crush Orange - 6 Ct,25
3089,Playtex Disney Pixar Toy Story 3 Twist 'n Click Insulated Cup,34.54
3090,Enfagrow Toddler Next Step Milk Drink Vanilla,37
3091,Huggies Naturally Refershing Thick 'n' Clean Cucumber And Green Tea Baby Wipes - 320 Ct,1.99
3092,Careone Anticavity For Kids Mint Flavor Fluoride Rinse,2.75
3093,Listerine Whitening Freshening Whitening Rinse Refresh,3.99
3094,Turkey Hill Premium Ice Cream Original Vanilla,4.99
3095,Mariani California Pitted Dried Plums Plus,5.99
3096,Giant Old Fashioned Iced Oatmeal Cookies,6.99
3097,Starbucks Ground Coffee Breakfast Blend Medium,7.99
3098,"Gerber 2nd Foods Organic Baby Food Fruit & Veggies Pumpkin, Bananas & Carrots",9.99
3099,Nature Made D3 400iu Vitamin D Supplement Tablets - 100 Ct,8.99
3100,"Beech-nut Stage 2 Just Mango, Kiwi & Papaya",12.99
3101,Friendly's Rich & Creamy Royal Banana Split Premium Ice Cream,13.01
3102,Mello Smello Magnet Valentines Zebra-print Fashion Cards & Magnets - 16 Ct,15.66
3103,Ahold Pineapple Crushed,25
3104,Sunsweet D'noir Prune Juice,34.54
3105,Usda Choice Beef Loin New York Strip Steak Boneless Value Pack,37
3106,Premium Rounds Saltine Crackers Rosemary & Olive Oil Flavored,1.99
3107,K-9 Cookhouse 3.5-inch Duck Wrapped Donut,2.75
3108,Ahold Hearth Baked Seeded Rye Bread,3.99
3109,Chobani Greek Yogurt Vanilla Blended - 4 Pk,4.99
3110,Miller Genuine Draft Beer - 18 Pk,5.99
3111,Keebler Cones Sugar - 12 Ct,6.99
3112,Slim-fast! 3-2-1 Plan High Protein Shake Mix Creamy Vanilla,7.99
3113,Voortman Sugar Free Chocolate Chip Cookies,9.99
3114,Smart Living Self-adhesive All Purpose Labels - 128 Ct,8.99
3115,Polar Pear Slices In Light Syrup,12.99
3116,Friendship Fit To Go 4%  Small Curd Cottage Cheese,13.01
3117,Sohgave Low-glycemic All-natural Agave Syrup Maple Flavor,15.66
3118,Bush's Baked Beans Original,25
3119,Howard's Garlic Juice,34.54
3120,Pepperidge Farm Original Pre-sliced English Muffins - 6 Ct,37
3121,Del Monte Mixed Fruit In Light Syrup - 4 Ct,1.99
3122,Velveeta Cheesy Skillets Dinner Kit Lasagna,2.75
3123,Freeman Feeling Beautiful Chocolate & Strawberry Facial Detoxifying Mask,3.99
3124,Palmer Peter Rabbit Hollow Milk Chocolate,4.99
3125,Nature's Promise Organic Black Tea With Lemon,5.99
3126,Kit Kat White Crisp Wafers 'n Creme Bar,6.99
3127,Kashi Go Lean Crunch Multigrain Twin Pack Cereal - 2 Ct,7.99
3128,Playtex Ortho-pro 6m+ Silicone Pacifiers - 2 Ct,9.99
3129,Paperchef Parchment Large Baking Cups - 60 Ct,8.99
3130,Loving Pets Barksters Sweet Potato & Beef Krisps Recipe,12.99
3131,Morning Star Farms Meal Starters Grillers Recipe Crumbles Veggie Crumbles,13.01
3132,Kleenex Cottonelle Toilet Paper - 24 Ct,15.66
3133,Scotch-brite Dobie Cleaning Pad - 3 Ct,25
3134,Golden Sun Organic Pineapple Chunks,34.54
3135,Huggies Snug & Dry Diapers Step 4 Hi-count Jr 117,37
3136,Planters Flavor Grove Vanilla Caramel Almonds,1.99
3137,Perdue Deli Turkey Breast Oven Roasted,2.75
3138,Butterball Everyday Chicken Breast Strips Grilled,3.99
3139,Ahold Pie Crusts Ready To Bake 9 Inch - 2 Ct,4.99
3140,Ahold Diet Orange Soda Caffeine Free - 12 Ct,5.99
3141,Pup-peroni Original Bacon Flavor Dog Snacks,6.99
3142,Di Bruno Bros. Private Collection Cinnful Cocoa Pecans Delicious Snack Mix,7.99
3143,"Go Veggie! Rice, Lactose Free Cheese Slices Swiss - 12 Ct",9.99
3144,Oscar Mayer Lunchables Ham + American Cracker Stackers Lunch Combinations With Fruit,8.99
3145,Paas Egg Decorating Kit Tie Dye,12.99
3146,Ge Energy Smart Track & Recessed Floodlight 65 Watt,13.01
3147,Dole Shakers Fruit Smoothie Fruit & Yogurt Kit - Peach Mango,15.66
3148,Pert Plus Classic Clean 2-in-1 Shampoo & Conditioner,25
3149,Ajax Triple Action Orange Dish Liquid Hand Soap,34.54
3150,Rubbermaid Drawer Organizer White,37
3151,Monistat 1 Vaginal Antifungal 1 Day Treatment Ovule Insert Day Or Night Combination Pack,1.99
3152,Jell-o Flan Dessert Mix With Caramel Sauce,2.75
3153,Revlon Super Lustrous 671 Mink Creme Lipstick,3.99
3154,Oral-b Pro-health Stages Disney Cars Manual Kid's Toothbrush 1 Count,4.99
3155,Sunsweet Pitted Prunes Lemon Essence,5.99
3156,J.r. Watkins Naturals Hand & Body Lotion Grapefruit,6.99
3157,Malher Tomato And Beef Flavor Bouillon,7.99
3158,Turkey Hill Fat Free Ice Cream Vanilla Bean,9.99
3159,Febreze Fabric Refresher Spring & Renewal,8.99
3160,Stoner Invisible Glass Glass Cleaner,12.99
3161,Big Sexy Hair Flip It Over Hairspray,13.01
3162,Yoplait Simply... Gogurt Mixed Berry Flavored Portable Lowfat Yogurt Tubes- 8 Ct,15.66
3163,Nivea For Men Energy Face Care Instant Effect Gel Q10 Moisturizer,25
3164,Garelick Farms Trumoo Chocolate 1% Lowfat Milk,34.54
3165,Bagels Plain - 3 Ct,37
3166,Yopaws The Original Yogurt Drizzled Wheat-free Biscuits Keepin' Guard Immunity Blend,1.99
3167,Nescafe Taster's Choice Original Coffee,2.75
3168,Franco's Cucina The Original Cheese Sticks Raspberry,3.99
3169,Kashi Golean Crisp Toasted Berry Crumble Cereal,4.99
3170,Gerber Graduates Lil' Crunchies Garden Tomato,5.99
3171,Oscar Mayer Deli Fresh Smoked Turkey Breast,6.99
3172,Del Monte Sliced Carrots,7.99
3173,Dr Pepper,9.99
3174,Careone Nutritional Drink Plus Chocolate - 6 Ct,8.99
3175,Typhoo Great British Tea - 80 Ct,12.99
3176,Careone Cotton Variety Pack - 30 Cotton Swabs/10 Cotton Rounds/10 Triple Size Cotton Balls,13.01
3177,Gum Easy Thread Floss,15.66
3178,Pilot Precise V7 Premium Rolling Ball Pen - 2 Ct,25
3179,International Delight Gourmet Coffee Creamer Sugar Free Caramel Macchiato,34.54
3180,Green's White Gold Ice Cream,37
3181,Pearls Specialties Pitted Medley Greek Olives,1.99
3182,Glade Car Air Fresheners Lavender & Vanilla - 3 Ct,2.75
3183,Cheetos Crunchy Cheddar Jalapeno,3.99
3184,Blue Moon Belgian White Ale - 12 Ct,4.99
3185,Propel Zero Citrus Punch Calcium Water Beverage Mix - 10ct,5.99
3186,Grapes Green Seedless,6.99
3187,Heath Milk Chocolate English Toffee Bar,7.99
3188,Icyhot Medicated Patch For Back And Large Areas Extra Strength,9.99
3189,Silk Dairy-free Fruity & Creamy Raspberry Yogurt Alternative,8.99
3190,Pepperidge Farm Bakery Classics Sesame Topped Hamburger Buns - 8 Ct,12.99
3191,Gerber Graduates Fun Grips Spill-proof Cup,13.01
3192,Hartz Nodor Cage Wipes - 30 Ct,15.66
3193,Kc Masterpiece Marinade Honey Teriyaki,25
3194,Clean & Clear Advantage Acne Control Kit,34.54
3195,Ecover Zero Natural Laundry Liquid Free And Clear,37
3196,Ahold Premium Danish Ham,1.99
3197,Muscle Milk Chocolate Protein Nutrition Shake,2.75
3198,Atkins Advantage French Vanilla Shake - 4 Ct,3.99
3199,Gerber Graduates Puffs Cereal Snack Peach,4.99
3200,Bausch + Lomb Re-nu Fresh Multi-purpose Solution Twin Value Pack - 2 Ct,5.99
3201,Kraft Homestyle Macaroni & Cheese Dinner Southwest Tortilla With Four Cheese Sauce,6.99
3202,Graeter's All Natural Vanilla Ice Cream,7.99
3203,Breyers Ice Cream Vanilla Fudge Twirl,9.99
3204,Burt's Bees Lip Shimmer Apricot,8.99
3205,Febreze Vacuum Bags Kenmore C - 3 Ct,12.99
3206,Clif Kid Z Fruit  Rope Organic Fruit Punch - 6 Ct,13.01
3207,Litehouse Artisan Gorgonzola Cheese Center Cut,15.66
3208,Careone Pain Relief Cold & Cough Nighttime Instant Cooling Sensation,25
3209,Chester's Popcorn Butter Flavored,34.54
3210,Prince Enriched Macaroni Product Orzo,37
3211,Papa Nicholas Premium Coffee Whole Bean Colombian Supremo,1.99
3212,Howe Jumbo Fruit Jelly Beans,2.75
3213,Braggzyme Superior Systemic Enzymes Dietary Supplement Capsules - 120 Ct,3.99
3214,Arnold Sandwich Thins 100% Whole Wheat Rolls - 8 Ct,4.99
3215,Simply Organic Chipotle Black Bean Dip Mix,5.99
3216,Tinactin Tough Actin' Antifungal Jock Itch Cream,6.99
3217,Tic Tac Mints Freshmints - 200 Ct,7.99
3218,True Truetap Double-hinge Corkscrew,9.99
3219,Kiss Nail Artist Flat Stickers - 120 Ct,8.99
3220,Fancy Feast Elegant Medleys Yellowfin Tuna Primavera Gourmet Cat Food,12.99
3221,Advil Ibuprofen Tablets 200 Mg - 150 Ct,13.01
3222,Ahold Ginger Ale Caffeine Free,15.66
3223,L'oreal Paris Excellence Creme Triple Protection Color 3 Natural Black/natural,25
3224,Natalie's 100% Honey Tangerine Juice,34.54
3225,Zatarain's New Orleans Style Jambalaya Mix Reduced Sodium,37
3226,Sally Hansen Insta-dri Nail Color 125 Pumped Up Pink,1.99
3227,Nabisco Wheat Thins Great Plains Multigrain Toasted Chips,2.75
3228,Fruttare Dessert Bar Strawberry And Milk,3.99
3229,Yoplait Greek 100 Calories Yogurt Peach - 4 Ct,4.99
3230,Quaker Apple Cinnamon Rice Cakes,5.99
3231,Chicken Soup For The Soul Tomato Basil Soup,6.99
3232,L'il Critters Gummy Vites Complete Gummy Bears Dietary Supplement - 190 Ct,7.99
3233,Scarguard Md Patented Sg5 Technology Easy-to-use Brush-on Nearly Invisible Formula,9.99
3234,Welch's Concord Grape Jelly,8.99
3235,Ahold Cranberry Pomegranate Juice Cocktail,12.99
3236,International Delight Vanilla Spiced Rum Coffee Creamer,13.01
3237,Sunkist Fun Fruit Apples & Grapes - 5 Ct,15.66
3238,Vo5 Salon Series Conditioner Full Body Plus Shine,25
3239,Luden's Throat Drops Black Cherry - 25 Ct,34.54
3240,Forti-diet Cockatiel Food,37
3241,Loctite Power Grab Instant Grab Construction Adhesive Clear,1.99
3242,Wholly Guacamole Classic Guacamole 100 Cal Snack Packs,2.75
3243,Crest Pro-health Sensitive + Enamel Shield Toothpaste Smooth Mint,3.99
3244,Byron 2010 Santa Maria Valley Pinot Noir,4.99
3245,Whitmor Woven Strap Small Tote,5.99
3246,Annie's Homegrown Chewy Granola Bars Organic Chocolate Chip - 6 Ct,6.99
3247,Garelick Farms Dairy Pure Milk Fat Free,7.99
3248,Careone Moisturizing Aloe Vera Hand Soap,9.99
3249,Prego Fresh Mushroom Italian Sauce,8.99
3250,Hidden Valley Garlic & Herb Dressing & Seasoning Mix,12.99
3251,Pringles Potato Crisps Pizza Flavored,13.01
3252,Gopicnic Ready-to-eat-meal Sunbutter & Crackers,15.66
3253,Stewarts Naturally Decaffeinated Coffee,25
3254,Careone Unscented Pantiliners,34.54
3255,Just For Men Color Application Kit Jet Black A-60,37
3256,Del Monte Blue Lake Cut Green Beans With Natural Sea Salt,1.99
3257,Sterilite Ultra Latch 30 Qt./28 L,2.75
3258,Turkey Hill Diet Iced Tea Lemon Flavored,3.99
3259,Victoria Vodka Sauce,4.99
3260,Clif Mojo Fruit & Nut Trail Mix Bar Wild Blueberry Almond - 12 Ct,5.99
3261,Kras Lilly Vanilla Tea Biscuits,6.99
3262,Ahold Cottontails Diapers 4-size (23-37 Lb.) - 92 Ct,7.99
3263,Ball Low Or No-sugar Needed Pectin,9.99
3264,Kraft Jet-puffed Mallow Bites Ice Cream Cone Marshmallows,8.99
3265,Martin's Dinner Potato Rolls - 12 Ct,12.99
3266,Post-it 3 Color Super Sticky Notes - 135 Ct,13.01
3267,Gain Dryer Sheets Original - 80 Ct,15.66
3268,Lindt Excellence Intense Dark 70% Cocoa Nut Crunch Chocolate Bar,25
3269,Keebler Cheese & Cheddar Sandwich Crackers - 8 Ct,34.54
3270,Dr. Scholl's For Her Sole Expressions Heel Liners - 3 Ct,37
3271,Oscar Mayer Lower Sodium Turkey Bacon With Sea Salt,1.99
3272,Maybelline Dreamlumi Touch Highlighting Concealer 330 Nude,2.75
3273,Aura Cacia Citronella Essential Oil,3.99
3274,Ahold Diet Dr. Bob Soda - 12 Ct,4.99
3275,Monterey Gourmet Foods Signature Recipe Ravioli Creamy Ricotta Florentine,5.99
3276,Del Monte Fruit Tray Large With Marzetti Cream Cheese Fruit-dip,6.99
3277,Gum Toothbrush Dome Trim Medium/full,7.99
3278,Plums Black,9.99
3279,Ahold No Pulp 100% Pure Orange Juice - 8 Ct,8.99
3280,Sundown Naturals Super Strength Biotin Tablets - 75 Ct,12.99
3281,Ahold Garden Mix Sweet,13.01
3282,Wholly Guacamole All Natural Guaca Salsa,15.66
3283,Olive Oil Girls Organic And Root Stimulator Moisturizing Styling Lotion,25
3284,Unique Coffee Roasters Premier Kona Blend Precision Ground Coffee,34.54
3285,Ahold Potato Crisps Sour Cream & Onion,37
3286,Hershey's Milk Chocolate Santas - 6 Ct,1.99
3287,Ultra Glow Dry Skin Treatment Shea Butter Soap,2.75
3288,San Giorgio Enriched Macaroni Product Ziti,3.99
3289,Burt's Bees Beeswax Lip Balm With Vitamin E & Peppermint - 2 Ct,4.99
3290,Barilla Orzo,5.99
3291,Ragu Cheese Creations Four Cheese Sauce,6.99
3292,Betty Crocker Fruit Roll-ups Strawberry - 10 Ct,7.99
3293,Dannon Activia Harvest Picks Cherry Yogurt - 4 Pk,9.99
3294,Ja-ru Party Popper Confetti Refills- 4 Ct,8.99
3295,Sylvania Spot Indoor 65 Watt Light Bulb,12.99
3296,Companion Cat Toy,13.01
3297,Ball Park Bun Size Franks Beef - 8 Ct,15.66
3298,Colgate 360 Sonic Power Medium Powered Toothbrush,25
3299,Planters 100% Harvest Jumbo Cashews,34.54
3300,Simple Squares Rosemary,37
3301,Trojan Lubricants Continuous Silkiness Personal Lubricant,1.99
3302,Gum Super Tip Soft Toothbrush,2.75
3303,Nivea For Men Sensitive Post Shave Balm,3.99
3304,Minute Rice Instant Long Grain White Rice,4.99
3305,Brita Water Filtration System Pitcher 10-cup Capacity,5.99
3306,Stouffer's Homestyle Beef Skillet,6.99
3307,Dr. Oetker Ristorante Thin Crust Pizza Pepperoni Pesto,7.99
3308,Puffs Lotion Free Ultra Soft & Strong Tissues - 56 Ct,9.99
3309,Minute Maid Juices To Go Orange 100% Juice 10 Fl Oz,8.99
3310,Propel Zero Berry Zero Calorie Nutrient Enhanced Water Beverage - 12 Ct,12.99
3311,Royal Dansk Chocolate Creme Luxury Wafers,13.01
3312,Sterilite Wastebasket 10 Gal./ 38 L,15.66
3313,Band-aid Adhesive Bandages Sheer Strip Assorted - 60 Ct,25
3314,Fresh Gourmet Texas Toast Croutons Seasoned,34.54
3315,Bright Air Daisy In Bloom Sunny Bloom & Citrus Air Freshener,37
3316,Cookie Thin Brownie Batte,1.99
3317,Rubbermaid Bottle 2 Qt,2.75
3318,Lindt Lindor Milk Chocolate Truffles,3.99
3319,Batherapy Bath Salts Original,4.99
3320,Langers Cranberry Pomegranate Juice Cocktail,5.99
3321,Ragu Robusto! Sauteed Onion & Garlic Pasta Sauce,6.99
3322,Kotex Natural Balance Maxi Pads Overnight,7.99
3323,Ahold 0 Calorie Water Beverage Dragonfruit,9.99
3324,Schweppes Ginger Ale - 8 Pk,8.99
3325,Near East Parmesan Couscous Mix,12.99
3326,Gain Ultra Original Laundry Detergent - 68 Loads,13.01
3327,Nantucket Nectars All Natural Half & Half Lemonade-iced Tea,15.66
3328,Tampax Compak Pearl On The Go Regular Unscented Plastic Tampons - 20 Ct,25
3329,Nestle Coffee-mate French Vanilla Flavor Coffee Creamer,34.54
3330,Snack Pack Pudding Bakery Shop Chocolate Cupcake - 4 Ct,37
3331,Ocean Spray Tropical Citrus No Sugar Added Fruit & Veggie 100% Juice,1.99
3332,Maybelline Shine Free Matte Finish 145 Golden,2.75
3333,Dove Damage Therapy Heat Defense Shampoo,3.99
3334,Peet's Coffee Major Dickason's Blend K-cups Deep Roast - 10 Ct,4.99
3335,Healthy Life 100% Whole Wheat Soft Style Sandwich Buns - 8 Ct,5.99
3336,Bertolli Classic Meal For Two Garlic Shrimp Risotto,6.99
3337,Woodstock Organic Medjool Dates,7.99
3338,Siggi's Icelandic Style Strained Non-fat Yogurt Vanilla,9.99
3339,Covergirl Aqua Cg Smoothers Makeup 710 Classic Ivory,8.99
3340,Oscar Mayer Light Bologna,12.99
3341,Bolthouse Farms Fruit Smoothie Blue Goodness,13.01
3342,Barilla Mini Penne,15.66
3343,Ge Indoor Floodlight Bulbs Soft White 65 W - 2 Ct,25
3344,Bridgford Pepperoni,34.54
3345,Cabot Aged Cheddar Cheese Seriously Sharp,37
3346,Sparkling Ice Kiwi Strawberry,1.99
3347,Nabisco Classic Mix Cookies & Crackers Variety Pack - 20 Ct,2.75
3348,El Diablo Smokey Chipotle Medium Hot & Spicy Mustard,3.99
3349,Nips 30 Calories Chocolate Parfait Rich & Creamy Hard Candy,4.99
3350,Kid Cuisne Mac & Cheese Dinner,5.99
3351,Burt's Bees Champagne Color Natural Lip Shimmer,6.99
3352,Gorton's Tilapia Breaded Fish Fillets,7.99
3353,Charmin Bathroom Tissue Unscented Ultra Strong 2 Ply Double Rolls - 4 Ct,9.99
3354,Balance Bar Dark Chocolate Coconut,8.99
3355,Sargento Reduced Fat Sharp Cheddar Natural Cheese Sticks - 12 Pk,12.99
3356,Keebler Club Buttery Garlic Crackers,13.01
3357,The Good Bean Crunchy Roasted Chickpeas Sea Salt,15.66
3358,Nature's Promise Organics Granola Honey Roasted Snack Bar,25
3359,Diet Coke - 6 Ct,34.54
3360,Annie's Homegrown Cheddar Bunnies Baked Snack Crackers,37
3361,Bic Atlantis #2 .5mm Fine Mechanical Pencils - 2 Ct,1.99
3362,Dole Salad Kit Asian Island Crunch,2.75
3363,S. Rosen's Sweet Mornings Apple Cinnamon Streusel Bread,3.99
3364,Memiccreme Healthy Top Whipping Cream,4.99
3365,Hank's Gourmet Philadelphia Recipe Root Beer - 4 Pk,5.99
3366,Kellogg's Disney Tangled Assorted Fruit Flavored Snacks - 10 Pk,6.99
3367,Ahold 100% Prune Juice With Pulp,7.99
3368,Mtn Dew Baja Blast - 12 Ct,9.99
3369,Wrigley's Extra Fruit Sensations Sweet Watermelon Sugarfree Gum - 15 Ct,8.99
3370,Farberware Classic Short Turner,12.99
3371,Frank's Redhot Xtra Hot Cayenne Pepper Sauce,13.01
3372,Fiber One Rolls Hamburger - 8 Ct,15.66
3373,Two Bite Cinnamon Rolls,25
3374,"Oral-b Pro-health Stages Monsters, Inc. Manual Kid's Toothbrush 1 Count",34.54
3375,Dr. Pepper Cherry Dessert Topper,37
3376,Wyler's Mrs. Grass Soup Mix Extra Noodle - 2 Ct,1.99
3377,Crystal Light Liquid Drink Mix Berry Sangria,2.75
3378,Nestle Toll House Ultimates Raw Cookie Dough Dark Chocolate Delight - 12 Ct,3.99
3379,Trp Fibromyalgia Relief Homeopathic Tablets - 70 Ct,4.99
3380,Hartz Ultra Guard Pro Triple Action Flea & Tick Drops For Dogs & Puppies 15-30lbs - 3 Ct,5.99
3381,Hefty Ez Foil Up To 12 Lbs Roaster Pan,6.99
3382,Butcher Block Sauces Teriyaki Sauce,7.99
3383,Mariani Premium Dates Chopped,9.99
3384,Lay's Honey Mustard Flavored Potato Chips,8.99
3385,Utz Organic Tortillas Blue Corn,12.99
3386,John Frieda Sheer Blonde Everlasting Blonde Shampoo,13.01
3387,Orville Redenbacher's Classic Kettle Korn Sweet & Salty Gourmet Popcorn,15.66
3388,Chicken Of The Sea Tiny Shrimp,25
3389,El Rio Fish Taco Sauce Baja Style,34.54
3390,Hamilton Beach Slow Cooker,37
3391,Jell-o Oreo No Bake Dessert,1.99
3392,Mr. Clean With Gain Original Fresh Scent Multi-surface Cleaner,2.75
3393,Kashi Cinnamon Harvest Organic Whole Wheat Biscuits,3.99
3394,Mccormick Gluten-free Brown Gravy Mix,4.99
3395,Crisco All Natural Pure Canola Oil,5.99
3396,Phillyswirl Swirlstix Italian Ice Swirl Bars Assorted Flavors - 12 Ct,6.99
3397,East Coast Fresh Green & Yellow Squash Coins,7.99
3398,Jell-o Mixchief Add Soda Unflavored Gelatin,9.99
3399,Weight Watchers Smart Ones Smart Creations Teriyaki Chicken & Vegetables,8.99
3400,Ole Mexican Foods Xtreme Wellness! Tortilla Wraps Multi Grain - 8 Ct,12.99
3401,Ahold Diet Ginger Ale Raspberry Caffeine Free,13.01
3402,Spectrum Naturals Almond Oil,15.66
3403,Avocado,25
3404,Barowsky's Organic Bread 100% Whole Wheat,34.54
3405,Yoplait Gogurt Portable Low Fat Yogurt Spongebob Squarepants Strawberry Splash Cool Cotton Candy - 16 Ct,37
3406,Boar's Head Gourmet Barbecue Sauce,1.99
3407,Schwarzkopf Got2b Rockin 'it Encore Fresh 4 Long Lasting Style Dry Shampoo,2.75
3408,Glade Plug Ins Scented Oil Refills Pure Vanilla Joy - 2 Ct,3.99
3409,Uncle Ben's Broccoli Cheddar Whole Grain White Rice,4.99
3410,Urban Accents Corn On The Cob Chili Lime Seasoning,5.99
3411,Diamond Shelled Walnuts,6.99
3412,Thrive Frozen Nutrition Homemade Vanilla Cups - 2 Ct,7.99
3413,Oreo Double Stuf Chocolate Sandwich Cookies,9.99
3414,Sweet Leaf Green Tea Mint & Honey Organic,8.99
3415,Open Pit Original Barbecue Sauce,12.99
3416,Goody Ouchless Scrunchies - 6 Ct,13.01
3417,Rolo Chewy Caramels In Milk Chocolate,15.66
3418,Always Maxi Pads Overnight Extra Heavy Flow - 20 Ct,25
