LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),LOCATION Latitude : ,LOCATION Longitude : ,YYYY-MO-DD HH-MI-SS_SSS,Annotation,,
-2.4213,0.2479,0.769,49.277264,7.033313,2019-05-29 12:03:31:845,,,
-1.6489,0.6646,-1.6434,49.277264,7.033313,2019-05-29 12:03:31:946,,,
-2.0739,-0.0757,0.7073,49.277264,7.033313,2019-05-29 12:03:32:046,,,
-1.583,-0.0996,-1.5325,49.277264,7.033313,2019-05-29 12:03:32:145,,,
-2.5778,1.4157,1.19,49.277264,7.033313,2019-05-29 12:03:32:246,,,
-1.1182,1.14,-1.4165,49.277264,7.033313,2019-05-29 12:03:32:346,,,
2.017,0.4425,1.1876,49.277264,7.033313,2019-05-29 12:03:32:446,,,
4.8995,-0.0421,-1.142,49.277264,7.033313,2019-05-29 12:03:32:546,,,
-0.0852,0.4325,-0.1307,49.277264,7.033313,2019-05-29 12:03:32:646,,,
0.4239,-1.9616,-1.2672,49.277264,7.033313,2019-05-29 12:03:32:746,,,
0.6586,0.1252,-1.6616,49.277264,7.033313,2019-05-29 12:03:32:845,,,
0.1579,0.3975,3.1666,49.277264,7.033313,2019-05-29 12:03:32:945,,,
-0.384,-0.5744,0.7515,49.277264,7.033313,2019-05-29 12:03:33:045,,,
-1.1037,-0.7079,3.7385,49.277264,7.033313,2019-05-29 12:03:33:145,,,
0.6412,-1.1499,-0.4849,49.277264,7.033313,2019-05-29 12:03:33:246,,,
2.5411,-0.1189,0.0717,49.277264,7.033313,2019-05-29 12:03:33:345,,,
1.1747,0.7334,-0.9187,49.277264,7.033313,2019-05-29 12:03:33:445,,,
1.7356,-0.5463,3.1109,49.277264,7.033313,2019-05-29 12:03:33:546,,,
0.736,-1.794,1.2436,49.277264,7.033313,2019-05-29 12:03:33:645,,,
0.1815,-1.0243,-0.8801,49.277264,7.033313,2019-05-29 12:03:33:746,,,
-0.2337,-1.6539,0.977,49.277264,7.033313,2019-05-29 12:03:33:846,,,
-1.083,-1.5267,3.0449,49.277264,7.033313,2019-05-29 12:03:33:946,,,
1.9831,-2.8823,3.2191,49.277264,7.033313,2019-05-29 12:03:34:046,,,
1.6982,-2.3627,-1.1123,49.277264,7.033313,2019-05-29 12:03:34:145,,,
3.9633,-1.9571,0.1742,49.277264,7.033313,2019-05-29 12:03:34:246,,,
6.1335,-2.1413,3.4905,49.277264,7.033313,2019-05-29 12:03:34:346,,,
2.2747,-3.1966,6.0513,49.277264,7.033313,2019-05-29 12:03:34:445,,,
-0.0063,-1.6485,-0.0382,49.277264,7.033313,2019-05-29 12:03:34:546,,,
0.2231,-1.5251,-0.6458,49.277264,7.033313,2019-05-29 12:03:34:645,,,
-2.4748,-0.2188,1.4318,49.277264,7.033313,2019-05-29 12:03:34:745,,,
-2.8881,-0.1144,2.1932,49.277264,7.033313,2019-05-29 12:03:34:845,,,
-3.6196,1.7014,-0.0797,49.277264,7.033313,2019-05-29 12:03:34:945,,,
-4.0979,-0.6621,0.3144,49.277264,7.033313,2019-05-29 12:03:35:046,,,
-1.2595,-0.3899,-3.2455,49.277264,7.033313,2019-05-29 12:03:35:145,,,
0.3133,0.1844,-0.356,49.277264,7.033313,2019-05-29 12:03:35:245,,,
3.9622,-0.0135,1.8305,49.277264,7.033313,2019-05-29 12:03:35:345,,,
2.2135,0.8594,0.4817,49.277264,7.033313,2019-05-29 12:03:35:446,,,
0.4714,-1.0669,-2.6555,49.277264,7.033313,2019-05-29 12:03:35:546,,,
-0.8373,-1.9569,-1.1176,49.277264,7.033313,2019-05-29 12:03:35:646,,,
-0.6722,-0.1967,1.6524,49.277264,7.033313,2019-05-29 12:03:35:746,,,
-1.0258,-0.0437,1.1118,49.277264,7.033313,2019-05-29 12:03:35:846,,,
-3.4822,-0.2473,0.4566,49.277264,7.033313,2019-05-29 12:03:35:946,,,
-1.8288,-1.6056,-1.5312,49.277264,7.033313,2019-05-29 12:03:36:046,,,
0.3978,-0.2686,0.0784,49.277264,7.033313,2019-05-29 12:03:36:146,,,
1.7637,0.5163,0.4098,49.277264,7.033313,2019-05-29 12:03:36:245,,,
2.1529,-0.5972,1.6441,49.277264,7.033313,2019-05-29 12:03:36:348,,,
0.1928,-0.5685,-0.6737,49.277264,7.033313,2019-05-29 12:03:36:446,,,
-1.1878,-1.4328,-1.687,49.277264,7.033313,2019-05-29 12:03:36:545,,,
-1.3022,-0.475,0.4596,49.277264,7.033313,2019-05-29 12:03:36:646,,,
-0.734,0.1717,-1.6433,49.277264,7.033313,2019-05-29 12:03:36:745,,,
-0.3685,-0.6832,0.2441,49.277264,7.033313,2019-05-29 12:03:36:845,,,
-0.1018,-0.8334,-0.7353,49.277264,7.033313,2019-05-29 12:03:36:946,,,
0.8674,-0.6791,-0.4341,49.277264,7.033313,2019-05-29 12:03:37:046,,,
1.5481,-0.2226,0.623,49.277264,7.033313,2019-05-29 12:03:37:145,,,
2.8256,0.0751,0.5667,49.277264,7.033313,2019-05-29 12:03:37:246,,,
1.1,-0.4201,-2.7233,49.277264,7.033313,2019-05-29 12:03:37:345,,,
0.5438,-2.1535,-1.2104,49.277264,7.033313,2019-05-29 12:03:37:446,,,
-1.0071,-0.7638,1.5553,49.277264,7.033313,2019-05-29 12:03:37:546,,,
1.2484,-1.422,1.0224,49.277264,7.033313,2019-05-29 12:03:37:646,,,
-0.0122,-1.0199,3.3768,49.277264,7.033313,2019-05-29 12:03:37:745,,,
1.7573,-0.0129,-1.1465,49.277264,7.033313,2019-05-29 12:03:37:845,,,
0.4535,-0.8539,-0.6834,49.277264,7.033313,2019-05-29 12:03:37:946,,,
0.3337,0.7177,-0.4259,49.277264,7.033313,2019-05-29 12:03:38:045,,,
1.5151,0.4344,1.3065,49.277264,7.033313,2019-05-29 12:03:38:145,,,
0.2672,-1.2562,1.4246,49.277264,7.033313,2019-05-29 12:03:38:246,,,
-1.8745,-0.0875,-0.503,49.277264,7.033313,2019-05-29 12:03:38:345,,,
-1.7473,-0.09,-1.9447,49.277264,7.033313,2019-05-29 12:03:38:445,,,
-2.8263,0.5182,-0.4829,49.277264,7.033313,2019-05-29 12:03:38:546,,,
-2.4107,-0.5387,5.4847,49.277264,7.033313,2019-05-29 12:03:38:646,,,
-3.293,-0.0048,-2.0159,49.277264,7.033313,2019-05-29 12:03:38:746,,,
-1.4178,-1.23,0.8204,49.277264,7.033313,2019-05-29 12:03:38:846,,,
-1.0402,-0.384,0.1332,49.277264,7.033313,2019-05-29 12:03:38:945,,,
0.2721,0.378,0.571,49.277264,7.033313,2019-05-29 12:03:39:046,,,
1.0162,-0.2708,1.4259,49.277264,7.033313,2019-05-29 12:03:39:145,,,
-0.4378,-0.8149,0.8932,49.277264,7.033313,2019-05-29 12:03:39:245,,,
-0.4824,-0.2901,-2.0505,49.277264,7.033313,2019-05-29 12:03:39:345,,,
0.007,0.1477,-0.1215,49.277264,7.033313,2019-05-29 12:03:39:445,,,
7.5388,1.9185,2.0824,49.277264,7.033313,2019-05-29 12:04:11:894,1,,
4.6973,-2.4432,7.5634,49.277264,7.033313,2019-05-29 12:04:11:993,,,
-4.7442,-3.646,-0.3797,49.277264,7.033313,2019-05-29 12:04:12:094,,,
-5.3543,-2.3514,-1.5118,49.277264,7.033313,2019-05-29 12:04:12:194,,,
-5.0636,-1.7831,-3.4985,49.277264,7.033313,2019-05-29 12:04:12:294,,,
-3.7991,-0.9612,2.0326,49.277264,7.033313,2019-05-29 12:04:12:394,,,
-0.1782,-0.7616,-1.8736,49.277264,7.033313,2019-05-29 12:04:12:494,,,
5.5881,0.6171,-0.4386,49.277264,7.033313,2019-05-29 12:04:12:593,,,
7.2632,2.5966,2.6151,49.277264,7.033313,2019-05-29 12:04:12:694,,,
4.0148,-1.6163,5.4,49.277264,7.033313,2019-05-29 12:04:12:795,,,
-3.8254,-2.1979,-0.4957,49.277264,7.033313,2019-05-29 12:04:12:895,,,
-2.1719,-4.2049,1.7226,49.277264,7.033313,2019-05-29 12:04:12:994,,,
-4.1592,-4.4312,0.2452,49.277264,7.033313,2019-05-29 12:04:13:094,,,
-3.108,-3.6432,-0.5951,49.277264,7.033313,2019-05-29 12:04:13:194,,,
-2.0448,-1.7998,2.1256,49.277264,7.033313,2019-05-29 12:04:13:294,,,
8.008,2.3291,4.7523,49.277264,7.033313,2019-05-29 12:04:13:394,,,
10.6439,1.9356,1.6494,49.277264,7.033313,2019-05-29 12:04:13:494,,,
2.6693,-4.1694,-2.2805,49.277264,7.033313,2019-05-29 12:04:13:594,,,
-0.7062,-1.1932,-4.3087,49.277264,7.033313,2019-05-29 12:04:13:693,,,
1.3486,-2.5217,6.5859,49.277264,7.033313,2019-05-29 12:04:13:794,,,
-0.1216,0.566,6.2079,49.277264,7.033313,2019-05-29 12:04:13:893,,,
-1.1816,-1.307,1.8771,49.277264,7.033313,2019-05-29 12:04:13:994,,,
-2.2079,-2.3985,1.9419,49.277264,7.033313,2019-05-29 12:04:14:094,,,
-2.1958,-0.8921,-0.8021,49.277264,7.033313,2019-05-29 12:04:14:194,,,
-0.0115,-0.3931,-5.2416,49.277264,7.033313,2019-05-29 12:04:14:293,,,
2.9693,1.2876,-0.9413,49.277264,7.033313,2019-05-29 12:04:14:394,,,
1.4773,1.1131,1.3349,49.277264,7.033313,2019-05-29 12:04:14:494,,,
-0.2217,-1.0166,2.7433,49.277264,7.033313,2019-05-29 12:04:14:594,,,
-2.1061,-0.3149,-2.4156,49.277264,7.033313,2019-05-29 12:04:14:693,,,
-1.0677,-1.408,-3.909,49.277264,7.033313,2019-05-29 12:04:14:793,,,
-1.4688,-0.8893,1.0991,49.277264,7.033313,2019-05-29 12:04:14:894,,,
-4.2942,1.687,-1.7917,49.277264,7.033313,2019-05-29 12:04:14:994,,,
-4.5241,0.3108,-2.7181,49.277264,7.033313,2019-05-29 12:04:15:098,,,
-2.595,-0.8699,0.7154,49.277264,7.033313,2019-05-29 12:04:15:194,,,
0.5146,0.28,1.9166,49.277264,7.033313,2019-05-29 12:04:15:294,,,
-0.0751,0.4436,0.8076,49.277264,7.033313,2019-05-29 12:04:15:393,,,
2.5351,-0.6482,3.4636,49.277264,7.033313,2019-05-29 12:04:15:494,,,
-0.5207,-0.192,-0.2552,49.277264,7.033313,2019-05-29 12:04:15:594,,,
0.1041,-0.2853,-0.0342,49.277264,7.033313,2019-05-29 12:04:15:694,,,
0.8002,-0.8316,0.1304,49.277264,7.033313,2019-05-29 12:04:15:793,,,
0.1781,-1.5444,2.6941,49.277264,7.033313,2019-05-29 12:04:15:894,,,
0.335,-1.613,2.2096,49.277264,7.033313,2019-05-29 12:04:15:994,,,
1.6053,-2.6575,1.5299,49.277264,7.033313,2019-05-29 12:04:16:094,,,
1.1137,-3.0537,-0.022,49.277264,7.033313,2019-05-29 12:04:16:193,,,
2.2552,-3.4702,0.2581,49.277264,7.033313,2019-05-29 12:04:16:293,,,
3.7362,-2.4915,4.3202,49.277264,7.033313,2019-05-29 12:04:16:393,,,
2.3192,-2.1021,2.9983,49.277264,7.033313,2019-05-29 12:04:16:495,,,
1.5035,-1.9092,0.6061,49.277264,7.033313,2019-05-29 12:04:16:593,,,
-1.0156,-2.3803,0.267,49.277264,7.033313,2019-05-29 12:04:16:694,,,
-2.1543,-0.1656,-0.6832,49.277264,7.033313,2019-05-29 12:04:16:794,,,
-2.4732,1.3686,0.5333,49.277264,7.033313,2019-05-29 12:04:16:894,,,
-2.088,0.5909,1.3966,49.277264,7.033313,2019-05-29 12:04:16:994,,,
-2.4984,-0.1176,-2.1688,49.277264,7.033313,2019-05-29 12:04:17:094,,,
-1.2746,-0.394,-1.3236,49.277264,7.033313,2019-05-29 12:04:17:193,,,
1.4982,0.7297,-0.5217,49.277264,7.033313,2019-05-29 12:04:17:294,,,
3.0572,0.5514,1.6398,49.277264,7.033313,2019-05-29 12:04:17:394,,,
1.748,-2.3676,1.7584,49.277264,7.033313,2019-05-29 12:04:17:493,,,
-0.1869,-2.175,-0.6066,49.277264,7.033313,2019-05-29 12:04:17:594,,,
0.2775,-2.6285,-1.3257,49.277264,7.033313,2019-05-29 12:04:17:694,,,
-1.7245,-0.0454,3.4451,49.277264,7.033313,2019-05-29 12:04:17:794,,,
-0.9686,-1.3173,2.4165,49.277264,7.033313,2019-05-29 12:04:17:894,,,
-0.307,-0.641,-4.7531,49.277264,7.033313,2019-05-29 12:04:17:993,,,
1.7806,-1.0214,-1.0956,49.277264,7.033313,2019-05-29 12:04:18:093,,,
3.0045,0.467,0.6876,49.277264,7.033313,2019-05-29 12:04:18:194,,,
4.2394,0.4846,1.1411,49.277264,7.033313,2019-05-29 12:04:18:293,,,
2.7532,-2.3327,5.3885,49.277264,7.033313,2019-05-29 12:04:18:394,,,
-0.6586,-2.6585,1.6724,49.277264,7.033313,2019-05-29 12:04:18:493,,,
-0.6378,0.4028,3.4196,49.277264,7.033313,2019-05-29 12:04:18:593,,,
-0.5946,-1.3839,1.6218,49.277264,7.033313,2019-05-29 12:04:18:693,,,
-1.7299,-1.9724,0.9172,49.277264,7.033313,2019-05-29 12:04:18:794,,,
-3.0665,-1.1421,-1.2141,49.277264,7.033313,2019-05-29 12:04:18:893,,,
-0.1139,-1.619,-1.5479,49.277264,7.033313,2019-05-29 12:04:18:993,,,
-0.3225,0.4759,0.1722,49.277264,7.033313,2019-05-29 12:04:19:094,,,
-2.3594,-0.287,3.1418,49.277264,7.033313,2019-05-29 12:04:19:193,,,
-3.1773,-2.146,-0.1444,49.277264,7.033313,2019-05-29 12:04:19:293,,,
-1.5276,-0.928,-0.1121,49.277264,7.033313,2019-05-29 12:04:19:393,,,
-3.6689,-0.4633,-1.4094,49.277264,7.033313,2019-05-29 12:04:19:493,,,
-1.115,-1.7044,0.7284,49.277264,7.033313,2019-05-29 12:04:19:594,,,
-2.133,0.6081,4.0361,49.277264,7.033313,2019-05-29 12:04:19:693,,,
-2.0504,0.2905,-2.5348,49.277264,7.033313,2019-05-29 12:04:19:794,,,
0.9794,-1.7864,-1.736,49.277264,7.033313,2019-05-29 12:04:19:893,,,
2.4791,0.5176,0.8149,49.277264,7.033313,2019-05-29 12:04:19:993,,,
2.1688,2.439,0.6259,49.277264,7.033313,2019-05-29 12:04:20:095,,,
1.441,-0.9867,-0.648,49.277264,7.033313,2019-05-29 12:04:20:194,,,
0.3782,-1.3636,-1.7332,49.277264,7.033313,2019-05-29 12:04:20:294,,,
-0.6947,0.0217,-1.6444,49.277264,7.033313,2019-05-29 12:04:20:394,,,
-1.7008,0.1497,-0.1865,49.277264,7.033313,2019-05-29 12:04:20:494,,,
-2.8876,0.311,2.0853,49.277264,7.033313,2019-05-29 12:04:20:593,,,
-2.8346,-0.9144,-2.8783,49.277264,7.033313,2019-05-29 12:04:20:694,,,
1.0995,-1.2793,-1.4031,49.277264,7.033313,2019-05-29 12:04:20:794,,,
1.4501,0.2119,-0.7843,49.277264,7.033313,2019-05-29 12:04:20:894,,,
2.4816,0.9802,0.2196,49.277264,7.033313,2019-05-29 12:04:20:993,,,
2.0352,-1.0543,0.6678,49.277264,7.033313,2019-05-29 12:04:21:096,,,
0.9187,-0.5747,-1.1737,49.277264,7.033313,2019-05-29 12:04:21:194,,,
-0.5427,-0.4468,-0.567,49.277264,7.033313,2019-05-29 12:04:21:294,,,
-1.6692,-1.4435,0.711,49.277264,7.033313,2019-05-29 12:04:21:393,,,
-2.5274,-0.8109,4.793,49.277264,7.033313,2019-05-29 12:04:21:494,,,
-2.5276,-0.9686,-2.2114,49.277264,7.033313,2019-05-29 12:04:21:595,,,
-0.7689,-0.552,-0.8336,49.277264,7.033313,2019-05-29 12:04:21:694,,,
-0.6882,-0.3462,0.269,49.277264,7.033313,2019-05-29 12:04:21:794,,,
-4.0299,-6.9625,0.7208,49.277264,7.033313,2019-05-29 12:03:04:865,1,,
-6.3062,-4.118,-2.2346,49.277264,7.033313,2019-05-29 12:03:04:964,,,
-6.359,-0.0025,-1.7242,49.277264,7.033313,2019-05-29 12:03:05:064,,,
-3.2908,-1.6018,2.2083,49.277264,7.033313,2019-05-29 12:03:05:165,,,
2.7836,-2.3859,1.0546,49.277264,7.033313,2019-05-29 12:03:05:265,,,
9.4168,1.3652,-0.286,49.277264,7.033313,2019-05-29 12:03:05:365,,,
10.8054,1.0372,2.8891,49.277264,7.033313,2019-05-29 12:03:05:464,,,
3.8236,-0.1817,7.7637,49.277264,7.033313,2019-05-29 12:03:05:565,,,
-2.241,-4.1567,2.3653,49.277264,7.033313,2019-05-29 12:03:05:664,,,
-3.5885,-4.4986,0.1242,49.277264,7.033313,2019-05-29 12:03:05:765,,,
-4.2972,-3.3406,-1.7706,49.277264,7.033313,2019-05-29 12:03:05:864,,,
-2.7278,0.5446,0.5877,49.277264,7.033313,2019-05-29 12:03:05:964,,,
0.3876,-1.1056,1.4695,49.277264,7.033313,2019-05-29 12:03:06:064,,,
6.5118,-0.4578,2.5659,49.277264,7.033313,2019-05-29 12:03:06:164,,,
5.1636,-0.6255,0.7975,49.277264,7.033313,2019-05-29 12:03:06:265,,,
5.1636,-0.6255,0.7975,49.277264,7.033313,2019-05-29 12:03:06:365,,,
5.2165,-2.1333,5.0066,49.277264,7.033313,2019-05-29 12:03:06:464,,,
3.3298,-2.8443,6.3246,49.277264,7.033313,2019-05-29 12:03:06:564,,,
-0.0684,-3.1006,1.3656,49.277264,7.033313,2019-05-29 12:03:06:664,,,
-1.4508,-1.4573,2.1418,49.277264,7.033313,2019-05-29 12:03:06:764,,,
-3.1421,-0.4866,1.0019,49.277264,7.033313,2019-05-29 12:03:06:865,,,
-4.0789,-1.7577,0.7239,49.277264,7.033313,2019-05-29 12:03:06:964,,,
-4.2188,-0.5308,0.422,49.277264,7.033313,2019-05-29 12:03:07:064,,,
-3.8985,-0.0992,-0.3947,49.277264,7.033313,2019-05-29 12:03:07:165,,,
-0.1803,1.0188,-1.769,49.277264,7.033313,2019-05-29 12:03:07:264,,,
3.3781,3.4748,1.8442,49.277264,7.033313,2019-05-29 12:03:07:364,,,
6.9416,3.0089,7.1495,49.277264,7.033313,2019-05-29 12:03:07:464,,,
4.4493,-1.8208,6.4734,49.277264,7.033313,2019-05-29 12:03:07:565,,,
-1.2582,-4.4775,1.7201,49.277264,7.033313,2019-05-29 12:03:07:665,,,
-3.2492,-5.3393,-0.2238,49.277264,7.033313,2019-05-29 12:03:07:765,,,
-5.9752,-3.3603,-0.4507,49.277264,7.033313,2019-05-29 12:03:07:870,,,
-6.8821,-1.4555,-1.3045,49.277264,7.033313,2019-05-29 12:03:07:965,,,
-6.8821,-1.4555,-1.3045,49.277264,7.033313,2019-05-29 12:03:08:064,,,
0.9389,-1.5315,0.9918,49.277264,7.033313,2019-05-29 12:03:08:164,,,
8.9222,2.2216,3.1832,49.277264,7.033313,2019-05-29 12:03:08:265,,,
9.9767,1.502,4.8838,49.277264,7.033313,2019-05-29 12:03:08:364,,,
2.4131,-3.6231,6.8899,49.277264,7.033313,2019-05-29 12:03:08:464,,,
-3.2361,-5.8221,-1.7449,49.277264,7.033313,2019-05-29 12:03:08:564,,,
-6.0909,-4.639,2.7793,49.277264,7.033313,2019-05-29 12:03:08:664,,,
-7.3567,-3.1384,0.6079,49.277264,7.033313,2019-05-29 12:03:08:765,,,
-6.975,-0.2871,-1.224,49.277264,7.033313,2019-05-29 12:03:08:864,,,
-4.1932,-0.2007,2.9736,49.277264,7.033313,2019-05-29 12:03:08:965,,,
5.4943,-0.5101,3.3616,49.277264,7.033313,2019-05-29 12:03:09:065,,,
14.1741,0.6205,5.085,49.277264,7.033313,2019-05-29 12:03:09:165,,,
10.9344,-2.7276,3.3574,49.277264,7.033313,2019-05-29 12:03:09:265,,,
2.223,-6.4944,11.8553,49.277264,7.033313,2019-05-29 12:03:09:364,,,
-2.9275,-6.1437,6.0922,49.277264,7.033313,2019-05-29 12:03:09:465,,,
-3.9274,-6.1687,0.2938,49.277264,7.033313,2019-05-29 12:03:09:564,,,
-5.3431,-2.5399,-1.5456,49.277264,7.033313,2019-05-29 12:03:09:664,,,
-4.7797,0.3981,3.7947,49.277264,7.033313,2019-05-29 12:03:09:765,,,
-2.251,1.0584,-0.4049,49.277264,7.033313,2019-05-29 12:03:09:865,,,
8.3673,-0.7885,5.8437,49.277264,7.033313,2019-05-29 12:03:09:965,,,
8.8669,-1.1633,4.5959,49.277264,7.033313,2019-05-29 12:03:10:065,,,
2.9469,1.8413,-1.1399,49.277264,7.033313,2019-05-29 12:03:10:165,,,
2.4528,1.9225,-1.2235,49.277264,7.033313,2019-05-29 12:03:10:264,,,
2.4528,1.9225,-1.2235,49.277264,7.033313,2019-05-29 12:03:10:365,,,
-4.1882,-4.5333,0.6652,49.277264,7.033313,2019-05-29 12:03:10:464,,,
-6.4074,0.0713,-0.7442,49.277264,7.033313,2019-05-29 12:03:10:564,,,
-6.6845,1.8772,0.5492,49.277264,7.033313,2019-05-29 12:03:10:665,,,
-2.4519,0.7957,4.7212,49.277264,7.033313,2019-05-29 12:03:10:764,,,
2.6813,-2.5066,0.138,49.277264,7.033313,2019-05-29 12:03:10:864,,,
2.2234,-0.4472,0.4043,49.277264,7.033313,2019-05-29 12:03:10:965,,,
2.0487,0.7824,-0.9188,49.277264,7.033313,2019-05-29 12:03:11:064,,,
-0.1831,0.4752,2.9055,49.277264,7.033313,2019-05-29 12:03:11:165,,,
-1.4594,-0.6213,1.1358,49.277264,7.033313,2019-05-29 12:03:11:264,,,
-1.2997,-0.1755,-3.0821,49.277264,7.033313,2019-05-29 12:03:11:364,,,
-1.6433,0.2307,1.6846,49.277264,7.033313,2019-05-29 12:03:11:464,,,
-1.2064,-1.1825,1.0618,49.277264,7.033313,2019-05-29 12:03:11:565,,,
-3.3964,-1.0191,3.3468,49.277264,7.033313,2019-05-29 12:03:11:665,,,
-2.777,-0.8392,-0.6958,49.277264,7.033313,2019-05-29 12:03:11:765,,,
-0.0226,-0.8911,-2.964,49.277264,7.033313,2019-05-29 12:03:11:865,,,
-0.089,0.3506,1.0764,49.277264,7.033313,2019-05-29 12:03:11:964,,,
-1.1732,-0.138,4.9709,49.277264,7.033313,2019-05-29 12:03:12:065,,,
-0.3957,-1.8535,1.7376,49.277264,7.033313,2019-05-29 12:03:12:164,,,
-1.1719,-2.4928,-0.2453,49.277264,7.033313,2019-05-29 12:03:12:265,,,
-1.764,-1.7471,-0.1607,49.277264,7.033313,2019-05-29 12:03:12:364,,,
-3.1098,-3.3592,-1.7228,49.277264,7.033313,2019-05-29 12:03:12:464,,,
-3.4023,-2.4749,3.5409,49.277264,7.033313,2019-05-29 12:03:12:564,,,
-1.0165,-2.7964,7.1055,49.277264,7.033313,2019-05-29 12:03:12:664,,,
1.9726,-2.6369,-0.6731,49.277264,7.033313,2019-05-29 12:03:12:765,,,
1.3127,-0.7017,-1.5925,49.277264,7.033313,2019-05-29 12:03:12:865,,,
1.6688,-1.4586,-0.6466,49.277264,7.033313,2019-05-29 12:03:12:965,,,
2.4009,-0.8743,-0.6553,49.277264,7.033313,2019-05-29 12:03:13:064,,,
0.2561,-1.0534,3.7176,49.277264,7.033313,2019-05-29 12:03:13:165,,,
0.545,-0.3347,-1.8264,49.277264,7.033313,2019-05-29 12:03:13:264,,,
1.5753,-1.3621,0.9717,49.277264,7.033313,2019-05-29 12:03:13:366,,,
0.6607,-1.1142,-0.3843,49.277264,7.033313,2019-05-29 12:03:13:464,,,
-0.2789,-0.0625,-1.3333,49.277264,7.033313,2019-05-29 12:03:13:564,,,
-1.2988,-0.933,1.2881,49.277264,7.033313,2019-05-29 12:03:13:664,,,
-1.1427,0.5808,1.8237,49.277264,7.033313,2019-05-29 12:03:13:764,,,
-1.0704,0.1771,-3.2963,49.277264,7.033313,2019-05-29 12:03:13:864,,,
0.5971,-0.3731,0.631,49.277264,7.033313,2019-05-29 12:03:13:965,,,
0.0232,-0.0136,-0.4572,49.277264,7.033313,2019-05-29 12:03:14:064,,,
0.5534,-0.2712,0.7236,49.277264,7.033313,2019-05-29 12:03:14:164,,,
0.0826,-0.1312,-0.9641,49.277264,7.033313,2019-05-29 12:03:14:265,,,
0.1652,-0.2619,-0.3741,49.277264,7.033313,2019-05-29 12:03:14:364,,,
0.0259,-0.269,-0.069,49.277264,7.033313,2019-05-29 12:03:14:465,,,
-0.0764,-0.142,-0.074,49.277264,7.033313,2019-05-29 12:03:14:565,,,
-0.1191,-0.1349,0.0505,49.277264,7.033313,2019-05-29 12:03:14:664,,,
-0.2415,-0.3715,0.1826,49.277264,7.033313,2019-05-29 12:03:14:764,,,
-0.2872,1.0983,1.9037,49.277264,7.033313,2019-05-29 12:03:44:416,1,,
-0.927,-0.6591,3.4394,49.277264,7.033313,2019-05-29 12:03:44:515,,,
-1.5248,-0.5011,-1.4075,49.277264,7.033313,2019-05-29 12:03:44:616,,,
2.9793,1.6716,1.1812,49.277264,7.033313,2019-05-29 12:03:44:716,,,
6.2531,0.5728,1.4775,49.277264,7.033313,2019-05-29 12:03:44:816,,,
3.5305,-0.7751,1.5599,49.277264,7.033313,2019-05-29 12:03:44:916,,,
-1.9563,-2.6088,1.4251,49.277264,7.033313,2019-05-29 12:03:45:016,,,
-2.9158,-2.5276,-0.5489,49.277264,7.033313,2019-05-29 12:03:45:115,,,
-2.1274,-2.07,1.725,49.277264,7.033313,2019-05-29 12:03:45:216,,,
-1.4412,-0.1052,2.3451,49.277264,7.033313,2019-05-29 12:03:45:315,,,
-3.2075,-0.901,2.1238,49.277264,7.033313,2019-05-29 12:03:45:416,,,
1.3589,-0.8236,-1.3959,49.277264,7.033313,2019-05-29 12:03:45:515,,,
5.9965,2.0928,-1.5374,49.277264,7.033313,2019-05-29 12:03:45:616,,,
7.4611,-0.3714,3.3735,49.277264,7.033313,2019-05-29 12:03:45:716,,,
-0.6429,-2.9345,3.9147,49.277264,7.033313,2019-05-29 12:03:45:816,,,
-3.2186,-3.5439,-0.5277,49.277264,7.033313,2019-05-29 12:03:45:916,,,
-3.9647,-1.5712,-0.7859,49.277264,7.033313,2019-05-29 12:03:46:015,,,
-3.7064,-0.2827,0.5489,49.277264,7.033313,2019-05-29 12:03:46:116,,,
-3.4068,1.7975,0.8582,49.277264,7.033313,2019-05-29 12:03:46:216,,,
-4.3331,-1.2467,-1.4979,49.277264,7.033313,2019-05-29 12:03:46:316,,,
0.5294,-1.3066,-2.6543,49.277264,7.033313,2019-05-29 12:03:46:416,,,
1.9664,-0.0286,-1.0301,49.277264,7.033313,2019-05-29 12:03:46:515,,,
-0.3154,1.2252,1.8771,49.277264,7.033313,2019-05-29 12:03:46:616,,,
-1.7339,-0.5898,0.8386,49.277264,7.033313,2019-05-29 12:03:46:716,,,
-2.187,0.8808,-0.8745,49.277264,7.033313,2019-05-29 12:03:46:816,,,
-0.236,-1.4453,-0.8307,49.277264,7.033313,2019-05-29 12:03:46:915,,,
-1.5748,0.1951,0.4626,49.277264,7.033313,2019-05-29 12:03:47:016,,,
-2.9732,-1.8073,2.3131,49.277264,7.033313,2019-05-29 12:03:47:117,,,
-3.9539,-2.2182,-1.8759,49.277264,7.033313,2019-05-29 12:03:47:216,,,
1.4509,-0.1237,-0.8235,49.277264,7.033313,2019-05-29 12:03:47:319,,,
2.9652,2.1736,1.3983,49.277264,7.033313,2019-05-29 12:03:47:416,,,
2.6447,0.6504,0.8266,49.277264,7.033313,2019-05-29 12:03:47:516,,,
-0.237,0.3212,-0.359,49.277264,7.033313,2019-05-29 12:03:47:616,,,
0.3926,-0.8979,0.4061,49.277264,7.033313,2019-05-29 12:03:47:716,,,
-0.4752,-0.1271,0.7249,49.277264,7.033313,2019-05-29 12:03:47:815,,,
